code,symbol,name,industry
521034,SOMATEX,Soma Textiles & Industries Ltd,
521036,SOURCEIND,Source Industries (India) Ltd,
521048,ADVLIFE,Advance Lifestyles Ltd,
521054,KAKTEX,Kakatiya Textiles Ltd,
521062,OCTAVE,Perfect-Octave Media Projects Ltd,
521064,TRIDENT,Trident Ltd,
521068,HISARSP,Hisar Spinning Mills Ltd,
521070,ALOKINDS,Alok Industries Ltd,
521080,PASARI,Pasari Spinning Mills Ltd,
521097,AMARJOTHI,Amarjothi Spinning Mills Ltd,
521105,OLYMPTX,Olympia Industries Ltd,
521109,NAGREEKEXP,Nagreeka Exports Ltd-$,
521113,SUDTIND-B,Suditi Industries Ltd,
521131,SBFL,Shree Bhavya Fabrics Ltd,
521133,GEMSPIN,Gem Spinners India Ltd,
521137,EUREKAI,Eureka Industries Ltd,
521141,ADITYASP,Aditya Spinners Ltd,
521149,PRIMEURB,Prime Urban Development India Ltd,
521151,DHANFAB,Dhanlaxmi Fabrics Ltd,
521161,SLSTLQ,Sri Lakshmi Saraswathi Textiles Arni Ltd-$,
521163,ZODIACLOTH,Zodiac Clothing Company Ltd,
521178,SRMCL,Sri Ramakrishna Mills Coimbatore Ltd-$,
521180,SUPERSPIN,Super Spinning Mills Ltd,
521194,SILINV,SIL Investments Ltd,
521200,SURYALAXMI,Suryalakshmi Cotton Mills Ltd,
521206,SAMTEX,Samtex Fashions Ltd-$,
521210,CITYMAN,Cityman Ltd,
521216,DHANROTO,Dhanalaxmi Roto Spinners Ltd,
521220,DAMODARIND,Damodar Industries Ltd-$,
521222,SANBLUE,Sanblue Corporation Ltd,
521226,UNIROYAL,Uniroyal Industries Ltd,
521228,TATIAGLOB,Tatia Global Vennture Ltd,
521232,SUNILTX,Sunil Industries Ltd,
521234,SRINACHA,Sri Nachammai Cotton Mills Ltd-$,
521238,BGDL,Bharat Global Developers Ltd,
521240,SAMBANDAM,Sambandam Spinning Mills Ltd-$,
521242,KANDAGIRI,Kandagiri Spinning Mills Ltd-$,
521244,MKPMOB,MKP Mobility Ltd,
521246,PARASPETRO,Paras Petrofils Ltd,
521248,KITEX,Kitex Garments Ltd,
522001,CRANEX,Cranex Ltd,
522004,BATLIBOI,Batliboi Ltd-$,
522005,AUSTENG,Austin Engineering Company Ltd,
522014,UNIDT,United Drilling Tools Ltd,
522017,FLUIDOM,Fluidomat Ltd,
522027,EMAINDIA,EMA India Ltd,
522029,WINDMACHIN,Windsor Machines Ltd,
522034,SHANTIGEAR,Shanthi Gears Ltd,
522036,MIVENMACH,Miven Machine Tools Ltd,
522064,HONDAPOWER,Honda India Power Products Ltd,
522073,HITECHGEAR,The Hi-Tech Gears Ltd,
522074,ELGIEQUIP,Elgi Equipments Ltd,
522091,UVDRHOR,United Van Der Horst Ltd,
522101,KLBRENG-B,Kilburn Engineering Ltd,
522105,BIRLAPREC,Birla Precision Technologies Ltd,
522108,YUKEN,Yuken India Ltd-$,
522113,TIMKEN,Timken India Ltd,
522122,VOITHPAPR,Voith Paper Fabrics India Ltd-$,
522134,ARTSON,Artson Ltd,
522152,SOLIMAC,Solitaire Machine Tools Ltd,
522163,DIACABS,Diamond Power Infrastructure Ltd-$,
522165,INDSILHYD,Indsil Hydro Power and Manganese Ltd-$,
522183,ITL,ITL Industries Ltd-$,
522195,FRONTSP,Frontier Springs Ltd,
522205,PRAJIND,Praj Industries Ltd,
522207,RASANDIK,Rasandik Engineering Industries India Ltd-$,
522209,YOGISUNG,Yogi Sungwon (India) Ltd,
522215,HLEGLAS,HLE Glascoat Ltd,
522217,GUJAPOLLO,Gujarat Apollo Industries Ltd,
522229,TANAA,Taneja Aerospace & Aviation Ltd-$,
522231,CONART,Conart Engineers Ltd-$,
522235,MINALIND,Minal Industries Ltd,
522237,SHIVAGR,Shivagrico Implements Ltd,
522241,MMFL,MM Forgings Ltd-$,
522249,MAYURUNIQ,Mayur Uniquoters Ltd-$,
522251,CENLUB,Cenlub Industries Ltd,
522257,RAJOOENG,Rajoo Engineers Ltd-$,
522261,DOLPHIN,Dolphin Offshore Enterprises (India) Ltd-$,
522267,VJLAXMIE,Veejay Lakshmi Engineering Works Ltd-$,
522273,AHMDSTE,Ahmedabad Steelcraft Ltd,
522275,GVT&D,GE Vernova T&D India Ltd,
522281,RAMRAT,Ram Ratna Wires Ltd-$,
522285,JAYNECOIND,Jayaswal Neco Industries Ltd,
522287,KPIL,Kalpataru Projects International Ltd,
522289,NMSGLOBAL,NMS Global Ltd,
522292,CANDOUR,Candour Techtex Ltd,
522294,TIGLOB,T & I Global Ltd,
522295,CONTROLPR,Control Print Ltd-$,
522650,BEMHY,Bemco Hydraulics Ltd,
523007,ANSALBU,Ansal Buildwell Ltd-$,
523011,WEIZMANIND,Weizmann Ltd,
523019,BNRSEC,BN Rathi Securities Ltd,
523021,RISHITECH,Rishi Techtex Ltd,
523023,SINCLAIR,Sinclairs Hotels Ltd-$,
523025,SAFARI,Safari Industries India Ltd,
523031,ADSDIAG,A D S Diagnostics Ltd,
523054,ZBINTXPP,Binayak Tex Processors Ltd,
523062,JJFINCOR,JJ Finance Corporation Ltd,
523100,COSMOFE,Cosmo Ferrites Ltd-$,
523105,CROPSTER,Cropster Agro Ltd,
523113,FUTURSEC,Futuristic Securities Ltd,
523116,SANCTRN,Sanco Trans Ltd,
523120,THRIVE,Thrive Future Habitats Ltd,
523127,EIHAHOTELS,EIH Associated Hotels Ltd-$,
523144,MEDICAPQ,Medi Caps Ltd-$,
523151,OTCO,OTCO International Ltd,
523160,FOSECOC,Foseco Crucible (India) Ltd,
523186,BAPACK,B&A Packaging India Ltd,
523207,KOKUYOCMLN,Kokuyo Camlin Ltd-$,
523222,SRMENERGY,SRM Energy Ltd,
523229,BHARATSE,Bharat Seats Ltd-$,
523232,CONTPTR,Continental Petroleums Ltd,
523242,NBFOOT,NB Footwear Ltd,
523248,MACPLASQ,Machino Plastics Ltd-$,
523260,PEARLPOLY,PEARL Polymers Ltd,
523261,VENKEYS,Venkys (India) Ltd,
523269,ADVANIHOTR,Advani Hotels & Resorts (India) Ltd,
523283,SUPERHOUSE,Superhouse Ltd,
523289,RAMAVISION,Rama Vision Ltd,
523301,TCPLPACK,TCPL Packaging Ltd-$,
523309,SHRIGANG,Shri Gang Industries & Allied Products Ltd,
523315,PURITY,Purity Flexpack Ltd,
523319,BALMLAWRIE,Balmer Lawrie & Company Ltd,
523323,KOVAI,Kovai Medical Center & Hospital Ltd,
523329,ELDEHSG,Eldeco Housing & Industries Ltd,
523343,MICROSE,Microse India Ltd,
523351,STDSHOE,Standard Shoe Sole and Mould (India) Ltd,
523367,DCMSHRIRAM,DCM Shriram Ltd,
523369,DCMSRIND,DCM Shriram Industries Ltd-$,
523371,MAWANASUG,Mawana Sugars Ltd,
523373,MINID,Mini Diamonds India Ltd,
523384,MAHAPEXLTD,Maha Rashtra Apex Corporation Ltd,
523385,NILKAMAL,Nilkamal Ltd,
523387,HOM,HOMRE Ltd,
523391,NAHARPOLY,Nahar Polyfilms Ltd,
523395,3MINDIA,3M India Ltd,
523398,BOSCH-HCIL,Bosch Home Comfort India Ltd,
523405,JMFINANCIL,JM Financial Ltd-$,
523411,ADCINDIA,ADC India Communications Ltd-$,
523419,TNTELE,Tamilnadu Telecommunications Ltd,
523425,SUNRAJDI,Sunraj Diamond Exports Ltd,
523445,RIIL,Reliance Industrial Infrastructure Ltd,
523457,LINDEINDIA,Linde India Ltd,
523465,INDBNK,Ind Bank Housing Ltd,
523467,JAIMATAG,Jai Mata Glass Ltd,
523475,LOTUSCHO,Lotus Chocolate Company Ltd,
523483,PACIFICI,Pacific Industries Ltd,
523489,CMMHOSP,Chennai Meenakshi Multispeciality Hospital Ltd-$,
523537,APMIN,APM Industries Ltd-$,
523539,PRECWIRE,Precision Wires India Ltd,
523550,KRYPTONQ,Krypton Industries Ltd,
523558,SWISSMLTRY,Swiss Military Consumer Goods Ltd,
523566,MARBU,Martin Burn Ltd,
523574,FEL,Future Enterprises Ltd,
523586,INDTONER,Indian Toners & Developers Ltd-$,
523594,KUNSTOFF,Kunststoffe Industries Ltd,
523598,SCI,Shipping Corporation of India Ltd,
523606,SIKA,Sika Interplant Systems Ltd,
523610,ITI,ITI Ltd,
523618,DREDGECORP,Dredging Corporation of India Ltd,
523620,PHRMASI,Phaarmasia Ltd,
523630,NFL,National Fertilizers Ltd,
523638,IPRINGLTD,IP Rings Ltd-$,
523642,PIIND,PI Industries Ltd,
523648,PLASTIBLEN,Plastiblends India Ltd-$,
523650,YASHINNO,Yash Innoventures Ltd,
523652,KKPLASTICK,Kkalpana Plastick Ltd,
523660,WATERBASE,Waterbase Ltd,
523672,FLEXFO,Flex Foods Ltd-$,
523676,GOLKUNDIA,Golkunda Diamonds & Jewellery Ltd,
523694,APCOTEXIND,Apcotex Industries Ltd,
523696,FORTISMLR,Fortis Malar Hospitals Ltd,
523704,MASTEK,Mastek Ltd,
523708,EIMCOELECO,Eimco Elecon (India) Ltd,
523710,SAYAJIHOTL,Sayaji Hotels Ltd,
523716,ASHIANA,Ashiana Housing Ltd-$,
523722,SVAMSOF,Svam Software Ltd,
523732,ECOBOAR,Ecoboard Industries Ltd,
523736,DVL,Dhunseri Ventures Ltd-$,
523752,TIHIL,Trans India House Impex Ltd,
523754,MAHEPC,Mahindra EPC Irrigation Ltd,
523782,MITSHI,Mitshi India Ltd,
523790,SHUKJEW,Shukra Jewellery Ltd,
523792,MAZDA,Mazda Ltd-$,
523796,VHLTD,Viceroy Hotels Ltd,
523826,SOVERDIA,Sovereign Diamonds Ltd,
523828,MENONBE,Menon Bearings Ltd-$,
523832,MUKATPIP,Mukat Pipes Ltd-$,
523836,GUJRAFFIA,Gujarat Raffia Industries Ltd,
523838,SIMPLEXINF,Simplex Infrastructures Ltd,
523840,INNOVTEC,Innovative Tech Pack Ltd,
523842,SUPTANERY,Super Tannery Ltd,
523844,CONSTRONIC,Constronics Infra Ltd,
523850,AXTEL,Axtel Industries Ltd,
523862,GRANDOAK,Grand Oak Canyons Distillery Ltd,
523874,EASTINDIA,East India Drums and Barrels Manufacturing Ltd,
523888,MEGAMONT,Megamont Ltd,
524000,POONAWALLA,Poonawalla Fincorp Ltd,
524019,KINGFA,Kingfa Science & Technology (India) Ltd-$,
524031,PATIDAR,Patidar Buildcon Ltd,
524037,RAMAPHO,Rama Phosphates Ltd,
524038,VENLONENT,Venlon Enterprises Ltd,
524046,PETPLST,Pet Plastics Ltd,
524051,POLYPLEX,Polyplex Corporation Ltd,
524055,PANIDPR,Panther Industrial Products Ltd,
524075,ALBERTDAVD,Albert David Ltd-$,
524080,HARLETH,Haryana Leather Chemicals Ltd,
524091,CARYSIL,Carysil Ltd,
524109,KABRAEXTRU,Kabra Extrusiontechnik Ltd,
524129,VINYLINDIA,Vinyl Chemicals (India) Ltd,
524136,PCCOSMA,Pee Cee Cosma Sope Ltd,
524156,TCMLMTD,TCM Ltd,
524164,IOLCP,IOL Chemicals & Pharmaceuticals Ltd,
524174,KESARPE,Kesar Petroproducts Ltd,
524200,VINATIORGA,Vinati Organics Ltd-$,
524202,LACTOSE,Lactose India Ltd,
524204,TEEAI,Teesta Agro Industries Ltd,
524208,AARTIIND,Aarti Industries Ltd,
524210,PNTKYOR,Pentokey Organy India Ltd,
524212,WANBURY,Wanbury Ltd,
524218,RESONANCE,Resonance Specialties Ltd-$,
524226,GAEL,Gujarat Ambuja Exports Ltd,
524230,RCF,Rashtriya Chemicals and Fertilizers Ltd,
524238,GUJINJEC,Gujarat Inject Kerala Ltd,
524280,KOPRAN,Kopran Ltd,
524288,AIMCOPEST,Aimco Pesticides Ltd,
524314,GUJTERC,Gujarat Terce Laboratories Ltd,
524322,KABRADG,Kabra Drugs Ltd,
524324,SEYAIND,Seya Industries Ltd,
524330,JAYAGROGN,Jayant Agro Organics Ltd,
524332,BCLIND,BCL Industries Ltd-$,
524336,SHHARICH,Shree Hari Chemicals Export Ltd,
524342,INDOBORAX,Indo Borax & Chemicals Ltd-$,
524348,AARTIDRUGS,Aarti Drugs Ltd,
524370,BODALCHEM,Bodal Chemicals Ltd,
524372,ORCHPHARMA,Orchid Pharma Ltd,
524394,VIMTALABS,Vimta Labs Ltd-$,
524396,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Ltd,
524400,ISHITADR,Ishita Drugs & Industries Ltd,
524404,MARKSANS,Marksans Pharma Ltd,
524408,UNIVSTAR,Universal Starch Chem Allied Ltd,
524412,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Ltd,
524414,NORRIS,Norris Medicines Ltd,
524434,ASINPET,Asian Petroproducts & Exports Ltd,
524440,CAMEXLTD,Camex Ltd,
524444,EVEXIA,Evexia Lifecare Ltd,
524458,INDOEURO,Indo Euro Indchem Ltd,
524470,SYNCOMF,Syncom Formulations India Ltd-$,
524480,RIDDHI,Riddhi Siddhi Gluco Biols Ltd-$,
524488,SVCIND,SVC INDUSTRIES Ltd,
524494,IPCALAB,Ipca Laboratories Ltd,
524500,KILITCH,Kilitch Drugs India Ltd,
524502,RAAJMEDI,Raaj Medisafe India Ltd,
524504,REVAMEDIA,Revati Media Ltd,
524506,CORALAB,Coral Laboratories Ltd,
524514,TULASEEBIOE,Tulasee Bio Ethanol Ltd,
524516,BACPHAR,Bacil Pharma Ltd,
524518,KREBSBIO,Krebs Biochemicals & Industries Ltd-$,
524520,KMCSHIL,KMC Speciality Hospitals (India) Ltd,
524522,LAFFANSQ,Laffans Petrochemicals Ltd-$,
524534,BHASKAGR,Bhaskar Agrochemicals Ltd,
524542,SUKHJITS,Sukhjit Starch & Chemicals Ltd-$,
524548,SHARMEH,Sharma East India Hospitals & Medical Research Ltd,
524558,NEULANDLAB,Neuland Laboratories Ltd,
524564,GAYATRIBI,Gayatri BioOrganics Ltd,
524570,PODDARMENT,Poddar Pigments Ltd-$,
524572,PHARMAID,Pharmaids Pharmaceuticals Ltd,
524576,VIVIDIND,Vivid Global Industries Ltd,
524580,PRIYALT,Priya Ltd-$,
524582,TIRUSTA,Tirupati Starch & Chemicals Ltd,
524592,JAYSYNTH,Jaysynth Orgochem Ltd,
524594,AEONXDIGI,Aeonx Digital Technology Ltd,
524598,AKSHARCHEM,AksharChem India Ltd-$,
524602,BANDARAM,Bandaram Pharma Packtech Ltd,
524604,ADLINE,Adline Chem Lab Ltd,
524606,BERLDRG,Beryl Drugs Ltd,
524614,INDXTRA,IEL Ltd,
524622,ISTRNETWK,iStreet Network Ltd,
524624,GAGAN,Gagan Gases Ltd,
524628,PARKERAC,Parker Agrochem Exports Ltd-$,
524632,SHUKRAPHAR,Shukra Pharmaceuticals Ltd,
524634,ALUFLUOR,Alufluoride Ltd,
524636,OXYGENTAPH,Oxygenta Pharmaceutical Ltd,
524640,ARCHITORG,Archit Organosys Ltd,
524642,SIKOZY,Sikozy Realtors Ltd,
524648,INDOAMIN,Indo Amines Ltd-$,
524654,NATCAPSUQ,Natural Capsules Ltd,
524661,WELCURE,Welcure Drugs & Pharmaceuticals Ltd,
524663,BIBCL,Bharat Immunologicals & Biologicals Corporation Ltd-$,
524667,SOTL,Savita Oil Technologies Ltd,
524669,HESTERBIO,Hester Biosciences Ltd,
524675,KABSON,Kabsons Industries Ltd,
524687,BASANTGL,Basant Agro Tech India Ltd-$,
524703,SANDUPHQ,Sandu Pharmaceuticals Ltd,
524709,NACLIND,NACL Industries Ltd,
524711,VISTAPH,Vista Pharmaceuticals Ltd,
524715,SUNPHARMA,Sun Pharmaceutical Industries Ltd,
524717,TITANBIO,Titan Biotech Ltd,
524723,BIJHANS,Bijoy Hans Ltd,
524727,SDL,Span Divergent Ltd-$,
524731,JENBURPH,Jenburkt Pharmaceuticals Ltd,
524735,HIKAL,Hikal Ltd,
524742,CAPLIPOINT,Caplin Point Laboratories Ltd,
524743,FISCHER,Fischer Medical Ventures Ltd,
524748,LINKPH,Link Pharma Chem Ltd,
524752,DECIPHER,Decipher Labs Ltd,
524768,EMMESSA,Emmessar Biotech & Nutrition Ltd,
524774,NGLFINE,NGL Fine Chem Ltd,
524790,EVERESTO,Everest Organics Ltd,
524804,AUROPHARMA,Aurobindo Pharma Ltd,
524808,PHYTO,Phyto Chem India Ltd,
524816,NATCOPHARM,Natco Pharma Ltd,
524818,DYNAMIND,Dynamic Industries Ltd-$,
524820,PANAMAPET,Panama Petrochem Ltd,
524824,BALPHARMA,Bal Pharma Ltd,
524828,BDH,BDH Industries Ltd,
526001,JAUSPOL,Jauss Polymers Ltd,
526025,GLOBUSCON,Globus Constructors & Developers Ltd,
526027,CUBEXTUB,Cubex Tubings Ltd,
526043,POLYCHMP,Polymechplast Machines Ltd,
526071,STELLANT,Stellant Securities (India) Ltd,
526073,GALXBRG,Galaxy Bearings Ltd,
526075,VINRKLB,Rekvina Laboratories Ltd,
526081,SCAGRO,SC Agrotech Ltd,
526095,RALEGRA,Ravileela Granites Ltd,
526113,UNRYLMA,Uniroyal Marine Exports Ltd,
526115,KARANWO,Karan Woo Sin Ltd,
526117,SHERVANI,Shervani Industrial Syndicate Ltd,
526125,BNAGROCHEM,BN Agrochem Ltd,
526133,SUPERTEX,Supertex Industries Ltd,
526137,SHETR,Shetron Ltd,
526139,TRABI,Transgene Biotek Ltd,
526143,MPL,Mpl Plastics Ltd,
526159,NIKHILAD,Nikhil Adhesives Ltd-$,
526161,SPENTA,Spenta International Ltd,
526169,MULTIBASE,Multibase India Ltd,
526173,ANDREWYU,Andrew Yule & Company Ltd,
526179,LUDLOWJUT,Ludlow Jute & Specialities Ltd,
526187,ASHRAM,Ashram Online.Com Ltd,
526193,ROYALCU,Royal Cushion Vinyl Products Ltd-$,
526211,SURJIND,Suraj Industries Ltd,
526217,HITECHCORP,Hitech Corporation Ltd-$,
526225,BLOOM,Bloom Dekor Ltd-$,
526227,FILATEX,Filatex India Ltd-$,
526231,STDSFAC,Standard Surfactants Ltd,
526237,MORGAN,Morgan Ventures Ltd,
526241,AMRAPLIN,Amrapali Industries Ltd,
526247,PREMEXPLN,Premier Explosives Ltd,
526251,MIDEASTP,Mid East Portfolio Management Ltd,
526263,MOLDTECH,Mold-Tek Technologies Ltd,
526269,CRSTCHM,Crestchem Ltd,
526299,MPHASIS,Mphasis Ltd,
526315,DIVSHKT,Divyashakti Ltd,
526325,ORIENTLTD,Orient Press Ltd,
526331,ADVMULT,Advance Multitech Ltd,
526335,SHREYASI,Shreyas Intermediates Ltd,
526345,PANJON,Panjon Ltd,
526349,CRAFTROOT,Craftroot Retail Ltd,
526355,DUROPACK,Duro Pack Ltd,
526365,SWARNSAR,Swarnsarita Jewels India Ltd,
526367,GANESHHOU,Ganesh Housing Ltd-$,
526371,NMDC,NMDC Ltd,
526373,CINDHO,Cindrella Hotels Ltd-$,
526381,PATINTLOG,Patel Integrated Logistics Ltd-$,
526397,ALPHAGEO,Alphageo (India) Ltd-$,
526407,HAMPTON,Hampton Sky Realty Ltd,
526409,KKALPANAIND,Kkalpana Industries (India) Ltd,
526415,OKPLA,OK Play India Ltd,
526423,KRITI,Kriti Industries India Ltd-$,
526431,WELTI,Welterman International Ltd,
526433,ASMTEC,ASM Technologies Ltd,
526435,PERFEPA,Perfectpac Ltd,
526439,AMBIT,Ambitious Plastomac Company Ltd,
526441,VISIONCINE,Vision Cinemas Ltd,
526443,AEIM,Artificial Electronics Intelligent Material Ltd,
526445,INDRANIB,Indrayani Biotech Ltd,
526468,EUROLED,Euro Leder Fashion Ltd,
526471,WINSOMBR,Winsome Breweries Ltd,
526473,ELEFLOR,Elegant Floriculture & Agrotech India Ltd,
526479,SKYIND,Sky Industries Ltd-$,
526481,PHOENXINTL,Phoenix International Ltd,
526488,BHUDEVI,Bhudevi Infra Projects Ltd,
526490,PRATIK,Pratik Panels Ltd,
526492,RISHIROOP,Rishiroop Ltd,
526494,PROMACT,Promact Plastics Ltd,
526500,STRGRENWO,Sterling Green Woods Ltd,
526506,SYSTMTXC,Systematix Corporate Services Ltd,
526508,SHAHISHIP,Shahi Shipping Ltd-$,
526519,ALPINEHOU,Alpine Housing Development Corporation Ltd,
526525,WWALUM,Worldwide Aluminium Ltd,
526530,IIRM,IIRM Holdings India Ltd,
526532,SFPIL,Square Four Projects India Ltd,
526544,SGLRES,SGL Resources Ltd,
526546,CHOKSILA,Choksi Laboratories Ltd,
526550,CCHHL,Country Club Hospitality & Holidays Ltd,
526554,SALGUTI,Salguti Industries Ltd,
526570,MIDWEST,Midwest Gold Ltd,
526574,ENTRINT,Enterprise International Ltd,
526582,TPLPLASTEH,TPL Plastech Ltd,
526588,PHOTOQUP,Photoquip India Ltd,
526596,LIBERTSHOE,Liberty Shoes Ltd,
526604,LIPPISYS,Lippi Systems Ltd-$,
526608,ELECTHERM,Electrotherm (India) Ltd,
526612,BLUEDART,Blue Dart Express Ltd,
526614,EXPOEAPL,Expo Engineering And Projects Ltd,
526616,NATPLAS,National Plastic Industries Ltd,
526622,MFLINDIA,MFL India Ltd,
526628,AJWAFUN,Ajwa Fun World & Resort Ltd,
526638,TEXELIN,Texel Industries Ltd,
526640,RAYALEMA,Royale Manor Hotels & Industries Ltd,
526642,MIRZAINT,Mirza International Ltd,
526650,TFCILTD,Tourism Finance Corporation of India Ltd,
526654,THAKDEV,Thakkers Developers Ltd,
526662,ARENTERP,Rajdarshan Industries Ltd,
526666,BIL,Bhartiya International Ltd,
526668,KAMATHOTEL,Kamat Hotels (India) Ltd,
526675,TIRTPLS,Tirth Plastic Ltd,
526677,KEEPLEARN,DSJ keep Learning Ltd,
526703,ECOPLAST,Ecoplast Ltd-$,
526705,ELEMARB,Elegant Marbles & Grani Industries Ltd,
526709,BITS,Bits Ltd,
526711,ADARSHPL,Adarsh Plant Protect Ltd,
526717,HPBL,HCP Plastene Bulkpack Ltd,
526721,NICCOPAR,Nicco Parks & Resorts Ltd-$,
526723,NTCIND,NTC Industries Ltd,
526725,SANDESH,Sandesh Ltd,
526727,GARNET,Garnet Construction Ltd,
526729,GOLDIAM,Goldiam International Ltd,
526731,BRIGHTBR,Bright Brothers Ltd-$,
526739,SHAWGELTIN,Narmada Gelatines Ltd,
526747,PGFOILQ,PG Foils Ltd,
526751,GRATEXI,Gratex Industries Ltd,
526755,VELHO,Velan Hotels Ltd,
526761,HOWARHO,Howard Hotels Ltd,
526775,VALIANT,Valiant Communications Ltd-$,
526783,DRAGARWQ,Dr Agarwals Eye Hospital Ltd-$,
526795,MHSGRMS,Mahasagar Travels Ltd,
526797,GREENPLY,Greenply Industries Ltd,
526807,SEAMECLTD,Seamec Ltd,
526813,RAGHUNAT,Raghunath International Ltd,
526817,CHEVIOT,Cheviot Company Ltd-$,
526821,DAICHI,Dai-Ichi Karkaria Ltd-$,
526823,RAJINFRA,Rajeswari Infrastructure Ltd,
526827,SPICEISLIN,Spice Islands Industries Ltd-$,
526829,CONFIPET,Confidence Petroleum India Ltd,
526839,SIPL,Shelter Infra Projects Ltd-$,
526841,SHAKTIPR,Shakti Press Ltd,
526847,ASHSI,Ashirwad Steels & Industries Ltd,
526849,BANARBEADS,Banaras Beads Ltd,
526851,AREXMIS,Arex Industries Ltd,
526853,BI,Bilcare Ltd-$,
526859,ISFL,ISF Ltd,
526861,RISHILASE,Rishi Laser Ltd,
526865,JAINCO,Jainco Projects India Ltd,
526869,KUMPFIN,Kumbhat Financial Services Ltd,
526871,INTECCAP,Intec Capital Ltd,
526873,RAJSEC,Rajasthan Securities Ltd,
526877,SIDDHEGA,Siddheswari Garments Ltd,
526881,63MOONS,63 Moons Technologies Ltd,
526883,SHIKHAR,Shikhar Consultants Ltd,
526885,SARLAPOLY,Sarla Performance Fibers Ltd-$,
526887,INDOCRED,Indo Credit Capital Ltd,
526891,MKTCREAT,Market Creators Ltd,
526899,HFIL,Himalaya Food International Ltd,
526901,SONALAD,Sonal Adhesives Ltd,
526905,PADMAIND,Padmanabh Industries Ltd,
526921,21STCENMGM,Twentyfirst Century Management Services Ltd,
526931,HRYNSHP,Hariyana Ship Breakers Ltd-$,
526935,KALIND,Kalind Ltd,
526941,VAICC,Vaishno Cement Company Ltd,
526945,TYROON,Tyroon Tea Company Ltd,
526947,LAOPALA,La Opala RG Ltd,
526951,STYLAMIND,Stylam Industries Ltd,
526953,VENUSREM,Venus Remedies Ltd,
526961,LASTMILE,Last Mile Enterprises Ltd,
526965,GUJCRAFT,Gujarat Craft Industries Ltd,
526967,HEERAISP,Heera Ispat Ltd,
526971,DHOOTIN,Dhoot Industrial Finance Ltd,
526977,CRIMSON,Crimson Metal Engineering Company Ltd,
526981,SHBAJRG,Shri Bajrang Alliance Ltd,
526987,URJA,Urja Global Ltd,
527001,ASHAPURMIN,Ashapura Minechem Ltd,
527005,SHREEPAC,Shree Pacetronix Ltd,
530001,GUJALKALI,Gujarat Alkalies and Chemicals Ltd,
530005,INDIACEM,India Cements Ltd,
530007,JKTYRE,JK Tyre & Industries Ltd,
530017,SIL,Standard Industries Ltd,
530019,JUBLPHARMA,Jubilant Pharmova Ltd,
530023,THEINVEST,The Investment Trust Of India Ltd,
530025,SAMYAKINT,Samyak International Ltd,
530027,AADIIND,Aadi Industries Ltd,
530037,SPARKLEGR,Sparkle Gold Rock Ltd,
530043,ACKNIT,Acknit Industries Ltd,
530045,TITANSEC,Titan Securities Ltd,
530053,REALECO,Real Eco-Energy Ltd,
530057,VIVANZA,Vivanza Biosciences Ltd,
530063,YASHRAJC,Yashraj Containeurs Ltd,
530065,LORDSHOTL,Lords Ishwar Hotels Ltd,
530067,CSLFINANCE,CSL Finance Ltd,
530073,SANGHVIMOV,Sanghvi Movers Ltd,
530075,ANTELOPUS,Antelopus Selan Energy Ltd-$,
530077,PURETROP,Puretrop Fruits  Ltd,
530079,FAZE3Q,Faze Three Ltd-$,
530093,ACEEDU,ACE Edutrend Ltd,
530109,ANUPAM,Anupam Finserv Ltd,
530111,RAJPACK,Raj Packaging Industries Ltd,
530117,PRIVISCL,Privi Speciality Chemicals Ltd,
530119,NATRAJPR,Natraj Proteins Ltd,
530125,SAMRATPH,Samrat Pharmachem Ltd-$,
530127,NPRFIN,NPR Finance Ltd,
530129,NILE,Nile Ltd,
530133,AMCOIND,Amco India Ltd-$,
530135,OPTIEMUS,Optiemus Infracom Ltd,
530139,KREONFIN,Kreon Finnancial Services Ltd,
530141,GYANDEV,Gyan Developers & Builders Ltd,
530145,KISAN,Kisan Mouldings Ltd-$,
530163,KERALAYUR,Kerala Ayurveda Ltd,
530167,MONGIPA,Moongipa Capital Finance Ltd,
530169,MOHITPPR,Mohit Paper Mills Ltd,
530171,DAULAT,Daulat Securities Ltd,
530175,ODYSSEY,Odyssey Technologies Ltd-$,
530179,RSCINT,RSC International Ltd,
530185,SURATRAML,Surat Trade and Mercantile Ltd,
530187,ATHARVENT,Atharv Enterprises Ltd,
530197,FUNDVISER,Fundviser Capital (India) Ltd,
530199,THEMISMED,Themis Medicare Ltd,
530201,KALLAM,Kallam Textiles Ltd-$,
530207,BRAWN,Brawn Biotech Ltd,
530213,FORINTL,Fortune International Ltd,
530215,KINGSINFR,Kings Infra Ventures Ltd,
530217,SWOJAS,Swojas Foods Ltd,
530231,SUBSM,Subhash Silk Mills Ltd,
530233,AUROLAB,Auro Laboratories Ltd,
530235,KJMCFIN,KJMC Financial Services Ltd,
530239,SUVEN,Suven Life Sciences Ltd,
530245,ARYAMAN,Aryaman Financial Services Ltd,
530249,BRIDGESE,Bridge Securities Ltd,
530251,RISAINTL,Risa International Ltd,
530253,RAJTUBE,Rajasthan Tube Manufacturing Company Ltd,
530255,KAYPOWR,Kay Power and Paper Ltd,
530259,INTSTOIL,Inter State Oil Carrier Ltd,
530263,GLOBALCA,Global Capital Markets Ltd,
530265,SAINIK,Sainik Finance & Industries Ltd,
